project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJNA893631	160	160	480	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA727854	157	157	157	1	True	1	2	1.0	False		78.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA777796	155	155	155	1	True	3	4	0.2	False		38.75	OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA;miRNA-Seq|TRANSCRIPTOMIC|size fractionation	bulk RNA-seq
PRJNA1322350	153	153	306	2	False	1	96	1.0	True	96	1.59	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA471501	152	152	152	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA492821	152	152	152	1	True	4	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM;RNA-Seq|TRANSCRIPTOMIC|other;Targeted-Capture|TRANSCRIPTOMIC|padlock probes capture method;miRNA-Seq|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA727597	152	152	152	1	True	1	1	0.013	False		152.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA1262995	151	151	151	1	True	3	0	0.0	False			AMPLICON|METAGENOMIC|RANDOM;RNA-Seq|METATRANSCRIPTOMIC|RANDOM;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|RANDOM	single nucleus RNA-seq
PRJNA1451900	150	150	297	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB106614	149	149	149	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1369610	148	148	148	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA732700	147	147	147	1	True	2	6	0.204	False		24.5	ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA558770	145	145	145	1	True	2	0	0.0	False			ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB45429	144	144	144	1	True	2	0	0.0	False			WGS|GENOMIC|other;WGS|GENOMIC|size fractionation	10x Genomics Chromium
PRJNA1086933	144	144	144	1	True	1	1	0.25	False		144.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1174673	144	144	288	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1313101	144	302	302	5	False	1	3	0.311	False		48.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA644589	144	144	144	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA648159	144	144	216	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA754794	144	144	172	8	False	3	0	0.0	False			ATAC-seq|GENOMIC|other;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1141568	143	143	143	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1321547	143	143	143	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT;RNA-Seq|TRANSCRIPTOMIC|cDNA_randomPriming	TruSeq Stranded mRNA
PRJNA1026636	141	141	285	4	False	1	2	0.477	False		70.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1186176	140	140	140	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA533623	140	140	245	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA551747	140	140	140	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA1068549	139	139	139	1	True	1	24	0.173	False		5.79	AMPLICON|METAGENOMIC|PCR	bulk RNA-seq
PRJNA1123271	138	138	213	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA348767	138	138	138	1	True	1	1	0.109	False		138.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1458781	137	137	137	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1048371	136	136	136	1	True	1	1	0.059	False		136.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA485016	135	135	135	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA889038	135	135	257	8	False	5	5	0.327	False		27.0	ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;Hi-C|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA438495	133	133	133	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1235794	132	132	132	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA471883	132	132	132	1	True	2	2	0.023	False		66.0	ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA627454	132	132	132	1	True	1	2	0.061	False		66.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1059145	130	130	130	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA961765	130	130	136	2	False	3	1	0.022	False		130.0	OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1171333	129	129	184	2	False	2	0	0.0	False			RNA-Seq|GENOMIC|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1213715	128	128	128	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA420091	128	128	136	2	False	2	0	0.0	False			ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;Drop-seq;bulk RNA-seq
PRJNA936435	128	128	128	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1222436	127	127	127	1	True	2	2	1.0	False		63.5	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1282974	127	127	127	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA391709	127	127	127	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA830520	126	126	126	1	True	5	1	0.063	False		126.0	ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1454893	125	125	504	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA430336	121	121	121	1	True	1	2	0.099	False		60.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1095992	120	120	163	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1152577	120	120	120	1	True	1	5	0.75	False		24.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1465828	120	120	120	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1481701	120	120	120	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1186177	119	119	119	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1221948	119	119	119	1	True	1	1	0.672	False		119.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1314990	118	118	118	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA324109	118	118	118	1	True	2	9	0.076	False		13.11	ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA529717	118	118	118	1	True	2	4	0.034	False		29.5	ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA666920	118	118	119	2	False	4	0	0.0	False			ChIP-Seq|GENOMIC|ChIP;Hi-C|GENOMIC|other;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA729654	118	118	118	1	True	1	16	0.653	False		7.38	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB105330	116	116	116	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJEB91046	116	116	116	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1467709	116	116	171	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA717271	116	116	116	1	True	2	2	0.448	False		58.0	ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA702999	115	115	115	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA926141	115	115	115	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA948350	115	115	115	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1046130	114	114	114	1	True	4	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1209517	114	114	114	1	True	2	1	0.026	False		114.0	ATAC-seq|GENOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|RT-PCR	bulk RNA-seq
PRJNA907951	114	114	228	2	False	1	20	1.0	False		5.7	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA909411	114	114	150	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1086804	113	113	113	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA;RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1209081	113	113	113	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA764264	113	113	113	1	True	2	0	0.0	False			AMPLICON|GENOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJNA797427	112	112	112	1	True	2	1	0.089	False		112.0	OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA834810	112	112	133	2	False	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA637106	111	111	444	68	False	1	2	0.005	False		55.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA732203	111	111	111	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1171838	110	110	110	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1365042	110	110	110	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA720538	110	110	124	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA864788	110	110	110	1	True	1	4	1.0	False		27.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA905668	110	110	110	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1367083	109	109	109	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJDB20004	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB38995	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1067732	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1393143	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1462736	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA362835	108	330	330	5	False	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Hybrid Selection;RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA596197	108	108	108	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA602627	108	108	108	1	True	1	5	0.667	False		21.6	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA679931	108	108	108	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|unspecified;miRNA-Seq|TRANSCRIPTOMIC|unspecified	bulk RNA-seq
PRJNA811225	108	108	128	5	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA794169	106	106	106	1	True	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJDB38512	105	105	105	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	TruSeq Stranded mRNA
PRJNA1035097	105	105	105	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA208729	105	105	473	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA576211	105	105	105	1	True	2	75	0.714	True	96	1.4	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|RANDOM;RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJNA928406	105	105	182	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB67312	104	104	104	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA1020573	104	104	104	1	True	1	12	0.298	False		8.67	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1271739	104	12457	12457	1017	False	1	7	1.0	False		14.86	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|RT-PCR	10x Genomics Chromium
PRJNA376803	104	104	168	4	False	3	1	0.095	False		104.0	ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA478603	104	104	104	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA664460	104	104	131	9	False	2	0	0.0	False			OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA835893	103	103	104	2	False	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq;bulk RNA-seq
PRJNA1406756	102	102	102	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA806162	102	102	102	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1213040	101	101	101	1	True	1	37	0.366	False		2.73	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1402893	101	101	101	1	True	1	2	0.198	False		50.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA817233	101	101	202	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA880258	101	101	101	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1100970	100	100	100	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1284943	100	100	100	1	True	3	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RIP-Seq|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA358686	100	100	100	1	True	2	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA1261015	99	99	99	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1395132	99	99	99	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1471173	98	98	98	1	True	7	0	0.0	False			ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|RACE	bulk RNA-seq
PRJNA548496	97	127	127	16	False	1	0	0.0	False			WGA|GENOMIC|RANDOM	10x Genomics Chromium
PRJEB39130	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA;polyA selected RNA-seq
PRJEB43412	96	96	288	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB64504	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PolyA	10x Genomics Chromium
PRJEB73633	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RT-PCR	bulk RNA-seq
PRJNA1008736	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	sci-RNA-seq
PRJNA1142902	96	96	192	2	False	1	0	0.0	False			OTHER|OTHER|other	TruSeq Stranded mRNA
PRJNA1279170	96	123	123	2	False	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PolyA	single nucleus RNA-seq
PRJNA1292870	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1463352	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1475359	96	96	96	1	True	1	96	1.0	True	96	1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA389727	96	96	96	1	True	1	96	1.0	True	96	1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA445959	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA510577	96	96	96	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA813446	96	96	384	4	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA1219235	95	95	95	1	True	1	1	1.0	False		95.0	OTHER|TRANSCRIPTOMIC|other	sci-RNA-seq;bulk RNA-seq
PRJNA832794	95	95	95	1	True	1	1	0.242	False		95.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA974014	95	95	95	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1013415	94	63568	63568	1414	False	2	67	0.671	True	384	1.4	WGS|GENOMIC|RANDOM PCR;WXS|GENOMIC|RANDOM PCR	single nucleus RNA-seq
PRJNA1057856	94	94	94	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1496755	94	94	94	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA555083	94	94	123	4	False	2	0	0.0	False			ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;Drop-seq;bulk RNA-seq
PRJNA950375	94	94	94	1	True	4	0	0.0	False			OTHER|OTHER|other;RNA-Seq|OTHER|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	BD Rhapsody;bulk RNA-seq
PRJNA1001501	93	93	93	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA703726	93	93	93	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA949615	93	93	93	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB76412	92	92	92	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1073893	92	92	92	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA1143431	92	92	92	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1227128	92	92	92	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1307877	92	92	92	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1011956	91	91	136	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1082362	91	91	91	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB33938	90	90	90	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	single nucleus RNA-seq;bulk RNA-seq
PRJEB83081	90	90	90	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1078320	90	90	288	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1227589	90	90	90	1	True	3	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|GENOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	Drop-seq
PRJNA1298364	90	90	90	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1304961	90	90	468	7	False	4	0	0.0	False			OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other;RNA-Seq|OTHER|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA497842	90	90	90	1	True	2	0	0.0	False			ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA554452	90	90	192	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	inDrop
PRJNA751925	90	90	90	1	True	2	0	0.0	False			RIP-Seq|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA817231	90	90	450	5	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1086179	89	89	89	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1093448	89	89	89	1	True	1	60	0.674	True	384	1.48	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA495138	89	89	89	1	True	2	0	0.0	False			ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1155638	88	88	88	1	True	1	2	0.261	False		44.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1223415	88	88	88	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1294881	88	88	175	4	False	4	0	0.0	False			OTHER|GENOMIC|other;OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1372124	88	88	88	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1373339	88	88	88	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA392876	88	88	88	1	True	1	9	0.523	False		9.78	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA646712	88	88	110	2	False	1	4	0.582	False		22.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1332649	87	87	87	1	True	2	4	0.138	False		21.75	OTHER|OTHER|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA902386	87	87	87	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA949955	87	87	87	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJDB11328	86	86	86	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1476603	86	86	86	1	True	1	1	0.186	False		86.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA849922	86	86	516	6	False	2	0	0.0	False			OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other	10x Genomics Chromium
PRJNA1033600	84	84	84	1	True	1	4	0.714	False		21.0	ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJNA1045985	84	84	84	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA486447	84	84	84	1	True	1	3	1.0	False		28.0	OTHER|TRANSCRIPTOMIC|other	bulk RNA-seq
