project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJNA955816	13	13	13	1	True	1	9	1.0	False		1.44	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA989155	13	13	13	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA993024	13	13	13	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	Parse Biosciences
PRJDB12720	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJDB12930	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	single nucleus RNA-seq
PRJDB20443	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	BD Rhapsody
PRJDB20473	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJDB31790	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	10x Genomics Chromium
PRJDB39441	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJDB39541	12	13	13	2	False	1	8	0.692	False		1.5	RNA-Seq|TRANSCRIPTOMIC|RT-PCR	bulk RNA-seq
PRJDB40266	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJDB42128	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB101137	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	bulk RNA-seq
PRJEB102297	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB104731	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|Inverse rRNA	bulk RNA-seq
PRJEB106416	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB23373	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	TruSeq Stranded mRNA
PRJEB24068	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJEB25777	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJEB27652	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB28675	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJEB35462	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJEB37853	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|Oligo-dT	TruSeq Stranded mRNA
PRJEB41687	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA	TruSeq Stranded mRNA
PRJEB42177	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB44302	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJEB46181	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA	TruSeq Stranded mRNA
PRJEB47133	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJEB50282	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJEB51227	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB51435	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	TruSeq Stranded mRNA
PRJEB55293	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB56194	12	12	24	2	False	1	3	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB58089	12	12	24	2	False	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|Oligo-dT	polyA selected RNA-seq
PRJEB58298	12	12	12	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJEB58306	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB58338	12	12	48	4	False	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|Inverse rRNA	TruSeq Stranded mRNA
PRJEB62867	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|PolyA	TruSeq Stranded mRNA
PRJEB67355	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB67556	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJEB74283	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB76158	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJEB76182	12	12	12	1	True	1	3	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB83625	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB90170	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB97466	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJEB97473	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	TruSeq Stranded mRNA
PRJNA1003104	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1005668	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1011248	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1013126	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1014012	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1015668	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJNA1017390	12	12	12	1	True	1	0	0.0	False			OTHER|OTHER|other	bulk RNA-seq
PRJNA1017828	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1019140	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1020747	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1022779	12	12	26	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1023195	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1023287	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1023914	12	12	12	1	True	1	2	1.0	False		6.0	RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1023959	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1026586	12	12	12	1	True	1	2	1.0	False		6.0	WXS|GENOMIC|Hybrid Selection	bulk RNA-seq
PRJNA1027456	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1030304	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1033650	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1034045	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1034554	12	12	12	1	True	1	2	1.0	False		6.0	ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJNA1035011	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1036557	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1038740	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1038744	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1039821	12	12	96	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1040139	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1041816	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1042661	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	bulk RNA-seq
PRJNA1045800	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA1046371	12	12	12	1	True	1	8	0.667	False		1.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1048983	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1050199	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1051055	12	12	48	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1051076	12	12	48	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1052661	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1054210	12	12	12	1	True	1	0	0.0	False			RNA-Seq|GENOMIC|PolyA	bulk RNA-seq
PRJNA1056265	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1057209	12	12	12	1	True	1	1	0.5	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1057863	12	12	12	1	True	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJNA1060714	12	12	48	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1061201	12	12	48	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1063246	12	12	12	1	True	1	2	1.0	False		6.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1063694	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1064026	12	12	24	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1064939	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1065856	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1067685	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1067989	12	12	48	4	False	1	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other	single nucleus RNA-seq
PRJNA1072640	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1072694	12	12	12	1	True	1	1	0.333	False		12.0	Bisulfite-Seq|GENOMIC|RANDOM	inDrop
PRJNA1073447	12	12	12	1	True	1	4	1.0	False		3.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1073933	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1073982	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1074700	12	12	12	1	True	1	6	1.0	False		2.0	ssRNA-seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1075129	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1079833	12	12	12	1	True	1	4	1.0	False		3.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1080196	12	12	96	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1081450	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1086451	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1086521	12	12	24	2	False	1	1	1.0	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1086946	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA1090238	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1090460	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1091908	12	12	12	1	True	1	4	0.333	False		3.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1098021	12	12	24	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1098411	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1100201	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1100584	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1102013	12	12	12	1	True	1	1	0.5	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1103240	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1104166	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1109443	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1109845	12	12	24	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1111017	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1112851	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1113625	12	12	20	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1118711	12	12	17	2	False	1	3	0.353	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1119480	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1121403	12	12	24	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1121918	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1123743	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1124002	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1125348	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1125380	12	12	12	1	True	1	6	1.0	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1126646	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1127557	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1128700	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;bulk RNA-seq
PRJNA1128705	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1129825	12	12	12	1	True	1	2	1.0	False		6.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1132961	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1133695	12	12	12	1	True	1	12	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1135997	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1137297	12	12	12	1	True	1	1	0.333	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1140202	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1141979	12	12	42	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1142033	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1143533	12	12	12	1	True	1	3	0.25	False		4.0	RNA-Seq|TRANSCRIPTOMIC|PCR	TruSeq Stranded mRNA
PRJNA1144470	12	12	12	1	True	1	0	0.0	False			ssRNA-seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1144887	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1145378	12	12	12	1	True	2	2	1.0	False		6.0	OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA1145869	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1146079	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1148159	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1148601	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq;TruSeq Stranded mRNA
PRJNA1148641	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1149089	12	12	96	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1150537	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1150629	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1152504	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJNA1154456	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJNA1156755	12	12	41	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1156797	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1157414	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1160333	12	12	12	1	True	2	1	1.0	False		12.0	OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other	10x Genomics Chromium
PRJNA1161696	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1168996	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1170252	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1171759	12	12	24	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1172720	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1175372	12	12	24	2	False	1	0	0.0	False			ATAC-seq|GENOMIC|other	bulk RNA-seq
PRJNA1175382	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1175619	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1178877	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PCR	bulk RNA-seq
PRJNA1179863	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1181760	12	12	48	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1182401	12	12	12	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1182704	12	12	12	1	True	1	1	1.0	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1183391	12	12	12	1	True	1	0	0.0	False			OTHER|GENOMIC|other	BD Rhapsody
PRJNA1184143	12	12	12	1	True	1	2	0.667	False		6.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1189530	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1191359	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1193094	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1194046	12	12	12	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1198502	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1198628	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1198918	12	12	24	2	False	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1200028	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1201063	12	12	12	1	True	1	1	0.5	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1209002	12	12	24	2	False	1	1	1.0	False		12.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1209897	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1213116	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1213801	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1214809	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1223797	12	12	18	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1224443	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1224825	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1226664	12	12	12	1	True	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	BD Rhapsody
PRJNA1230151	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1230890	12	12	21	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1231515	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1232078	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1232811	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1234190	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1236292	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1237835	12	12	12	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
